case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,actions_taken,report_filed,analyst_notes,source_json
CC-5382,C04655,C04655-K1,2016-10-28 09:25:17,2016-11-01 00:25:17,confirmed_fraud,card_not_present_fraud,265.11,CREATE_CASE|BLOCK_CARD,false,Case CC-5382: cardholder C04655 reported unrecognized activity on card C04655-K1. 4 transaction(s) between 2016-10-27 and 2016-10-28 totaling $265.11 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5382"",""customer_id"":""C04655"",""card_id"":""C04655-K1"",""opened_at"":""2016-10-28 09:25:17"",""closed_at"":""2016-11-01 00:25:17"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3404074"",""txn_ids"":""3404074|3404369|3404436|3404442"",""n_txns"":""4"",""exposure_usd"":""265.11"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5382: cardholder C04655 reported unrecognized activity on card C04655-K1. 4 transaction(s) between 2016-10-27 and 2016-10-28 totaling $265.11 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.""}"
CC-5383,C03786,C03786-K1,2016-10-28 10:17:03,2016-11-01 08:17:03,confirmed_fraud,out_of_region_use,445.03,CREATE_CASE|BLOCK_CARD,false,"Case CC-5383: cardholder C03786 reported unrecognized activity on card C03786-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $445.03 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-5383"",""customer_id"":""C03786"",""card_id"":""C03786-K1"",""opened_at"":""2016-10-28 10:17:03"",""closed_at"":""2016-11-01 08:17:03"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3405175"",""txn_ids"":""3405175"",""n_txns"":""1"",""exposure_usd"":""445.03"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5383: cardholder C03786 reported unrecognized activity on card C03786-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $445.03 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-5384,C02780,C02780-K2,2016-10-28 13:58:16,2016-11-01 21:58:16,confirmed_fraud,account_takeover,427.99,CREATE_CASE|BLOCK_CARD,false,Case CC-5384: cardholder C02780 reported unrecognized activity on card C02780-K2. 6 transaction(s) between 2016-10-24 and 2016-10-27 totaling $427.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5384"",""customer_id"":""C02780"",""card_id"":""C02780-K2"",""opened_at"":""2016-10-28 13:58:16"",""closed_at"":""2016-11-01 21:58:16"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3394764"",""txn_ids"":""3394764|3398258|3398320|3403090|3403129|3403941"",""n_txns"":""6"",""exposure_usd"":""427.99"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5384: cardholder C02780 reported unrecognized activity on card C02780-K2. 6 transaction(s) between 2016-10-24 and 2016-10-27 totaling $427.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-5385,C12987,C12987-K1,2016-10-28 14:29:40,2016-11-02 18:29:40,confirmed_fraud,card_not_present_fraud,399.07,CREATE_CASE|BLOCK_CARD,false,Case CC-5385: cardholder C12987 reported unrecognized activity on card C12987-K1. 6 transaction(s) between 2016-10-25 and 2016-10-27 totaling $399.07 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Moto E (4) Plus Build/NMA26.42-69 on chrome generic. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5385"",""customer_id"":""C12987"",""card_id"":""C12987-K1"",""opened_at"":""2016-10-28 14:29:40"",""closed_at"":""2016-11-02 18:29:40"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3397598"",""txn_ids"":""3397598|3400133|3400380|3400440|3401630|3403156"",""n_txns"":""6"",""exposure_usd"":""399.07"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5385: cardholder C12987 reported unrecognized activity on card C12987-K1. 6 transaction(s) between 2016-10-25 and 2016-10-27 totaling $399.07 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Moto E (4) Plus Build/NMA26.42-69 on chrome generic. Card blocked and reissued. Customer reimbursed.""}"
CC-5386,C08363,C08363-K1,2016-10-28 14:59:04,2016-10-31 23:59:04,confirmed_fraud,account_takeover,345.02,CREATE_CASE|BLOCK_CARD,false,Case CC-5386: cardholder C08363 reported unrecognized activity on card C08363-K1. 3 transaction(s) between 2016-10-27 and 2016-10-27 totaling $345.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5386"",""customer_id"":""C08363"",""card_id"":""C08363-K1"",""opened_at"":""2016-10-28 14:59:04"",""closed_at"":""2016-10-31 23:59:04"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3403912"",""txn_ids"":""3403912|3404328|3404345"",""n_txns"":""3"",""exposure_usd"":""345.02"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5386: cardholder C08363 reported unrecognized activity on card C08363-K1. 3 transaction(s) between 2016-10-27 and 2016-10-27 totaling $345.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-5387,C01966,C01966-K1,2016-10-28 15:03:37,2016-11-01 13:03:37,confirmed_fraud,out_of_region_use,261.17,CREATE_CASE|BLOCK_CARD,false,"Case CC-5387: cardholder C01966 reported unrecognized activity on card C01966-K1. 3 transaction(s) between 2016-10-26 and 2016-10-28 totaling $261.17 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-5387"",""customer_id"":""C01966"",""card_id"":""C01966-K1"",""opened_at"":""2016-10-28 15:03:37"",""closed_at"":""2016-11-01 13:03:37"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3400729"",""txn_ids"":""3400729|3403186|3405363"",""n_txns"":""3"",""exposure_usd"":""261.17"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5387: cardholder C01966 reported unrecognized activity on card C01966-K1. 3 transaction(s) between 2016-10-26 and 2016-10-28 totaling $261.17 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-5388,C10114,C10114-K1,2016-10-28 16:19:23,2016-11-01 07:19:23,confirmed_fraud,card_not_present_new_device,921.14,CREATE_CASE|BLOCK_CARD,false,"Case CC-5388: cardholder C10114 reported unrecognized activity on card C10114-K1. 20 transaction(s) between 2016-10-24 and 2016-10-28 totaling $921.14 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-5388"",""customer_id"":""C10114"",""card_id"":""C10114-K1"",""opened_at"":""2016-10-28 16:19:23"",""closed_at"":""2016-11-01 07:19:23"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3392691"",""txn_ids"":""3392691|3394665|3395390|3395418|3395468|3395908|3395927|3397406|3397795|3397828|3397832|3398837|3398847|3400723|3401101|3401108|3401567|3401961|3405151|3405158"",""n_txns"":""20"",""exposure_usd"":""921.14"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5388: cardholder C10114 reported unrecognized activity on card C10114-K1. 20 transaction(s) between 2016-10-24 and 2016-10-28 totaling $921.14 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.""}"
CC-5389,C01109,C01109-K2,2016-10-28 16:38:32,2016-10-31 00:38:32,confirmed_fraud,out_of_region_use,59.05,CREATE_CASE|BLOCK_CARD,false,"Case CC-5389: cardholder C01109 reported unrecognized activity on card C01109-K2. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $59.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-5389"",""customer_id"":""C01109"",""card_id"":""C01109-K2"",""opened_at"":""2016-10-28 16:38:32"",""closed_at"":""2016-10-31 00:38:32"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3404481"",""txn_ids"":""3404481"",""n_txns"":""1"",""exposure_usd"":""59.05"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5389: cardholder C01109 reported unrecognized activity on card C01109-K2. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $59.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-5390,C06764,C06764-K2,2016-10-28 16:46:24,2016-10-31 19:46:24,confirmed_fraud,out_of_region_use,1103.99,CREATE_CASE|BLOCK_CARD|FILE_REPORT,true,"Case CC-5390: cardholder C06764 reported unrecognized activity on card C06764-K2. 1 transaction(s) between 2016-10-27 and 2016-10-27 totaling $1,103.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-5390"",""customer_id"":""C06764"",""card_id"":""C06764-K2"",""opened_at"":""2016-10-28 16:46:24"",""closed_at"":""2016-10-31 19:46:24"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3403425"",""txn_ids"":""3403425"",""n_txns"":""1"",""exposure_usd"":""1103.99"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD|FILE_REPORT"",""report_filed"":""Yes"",""analyst_notes"":""Case CC-5390: cardholder C06764 reported unrecognized activity on card C06764-K2. 1 transaction(s) between 2016-10-27 and 2016-10-27 totaling $1,103.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-5391,C06962,C06962-K2,2016-10-28 16:50:17,2016-11-02 15:50:17,confirmed_fraud,account_takeover,302.14,CREATE_CASE|BLOCK_CARD,false,Case CC-5391: cardholder C06962 reported unrecognized activity on card C06962-K2. 8 transaction(s) between 2016-10-24 and 2016-10-27 totaling $302.14 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 65.0. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5391"",""customer_id"":""C06962"",""card_id"":""C06962-K2"",""opened_at"":""2016-10-28 16:50:17"",""closed_at"":""2016-11-02 15:50:17"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3394181"",""txn_ids"":""3394181|3395889|3395960|3399296|3401846|3401904|3401918|3402600"",""n_txns"":""8"",""exposure_usd"":""302.14"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5391: cardholder C06962 reported unrecognized activity on card C06962-K2. 8 transaction(s) between 2016-10-24 and 2016-10-27 totaling $302.14 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 65.0. Card blocked and reissued. Customer reimbursed.""}"
CC-5392,C05654,C05654-K1,2016-10-28 17:05:31,2016-11-02 01:05:31,confirmed_fraud,account_takeover,92.06,CREATE_CASE|BLOCK_CARD,false,Case CC-5392: cardholder C05654 reported unrecognized activity on card C05654-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $92.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5392"",""customer_id"":""C05654"",""card_id"":""C05654-K1"",""opened_at"":""2016-10-28 17:05:31"",""closed_at"":""2016-11-02 01:05:31"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3404579"",""txn_ids"":""3404579"",""n_txns"":""1"",""exposure_usd"":""92.06"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5392: cardholder C05654 reported unrecognized activity on card C05654-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $92.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-5393,C04248,C04248-K2,2016-10-28 17:21:50,2016-11-01 02:21:50,confirmed_fraud,card_not_present_fraud,12.24,CREATE_CASE|BLOCK_CARD,false,Case CC-5393: cardholder C04248 reported unrecognized activity on card C04248-K2. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $12.24 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a XT1635-02 Build/NPN26.118-22-2 on chrome 65.0 for android. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5393"",""customer_id"":""C04248"",""card_id"":""C04248-K2"",""opened_at"":""2016-10-28 17:21:50"",""closed_at"":""2016-11-01 02:21:50"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3404781"",""txn_ids"":""3404781"",""n_txns"":""1"",""exposure_usd"":""12.24"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5393: cardholder C04248 reported unrecognized activity on card C04248-K2. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $12.24 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a XT1635-02 Build/NPN26.118-22-2 on chrome 65.0 for android. Card blocked and reissued. Customer reimbursed.""}"
CC-5394,C02716,C02716-K2,2016-10-28 17:46:22,2016-10-30 22:46:22,confirmed_fraud,card_not_present_fraud,150.08,CREATE_CASE|BLOCK_CARD,false,Case CC-5394: cardholder C02716 reported unrecognized activity on card C02716-K2. 1 transaction(s) between 2016-10-27 and 2016-10-27 totaling $150.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5394"",""customer_id"":""C02716"",""card_id"":""C02716-K2"",""opened_at"":""2016-10-28 17:46:22"",""closed_at"":""2016-10-30 22:46:22"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3404106"",""txn_ids"":""3404106"",""n_txns"":""1"",""exposure_usd"":""150.08"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5394: cardholder C02716 reported unrecognized activity on card C02716-K2. 1 transaction(s) between 2016-10-27 and 2016-10-27 totaling $150.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.""}"
CC-5395,C10349,C10349-K1,2016-10-28 18:29:42,2016-11-03 15:29:42,confirmed_fraud,card_not_present_new_device,200.08,CREATE_CASE|BLOCK_CARD,false,"Case CC-5395: cardholder C10349 reported unrecognized activity on card C10349-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $200.08 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 65.0. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-5395"",""customer_id"":""C10349"",""card_id"":""C10349-K1"",""opened_at"":""2016-10-28 18:29:42"",""closed_at"":""2016-11-03 15:29:42"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3405740"",""txn_ids"":""3405740"",""n_txns"":""1"",""exposure_usd"":""200.08"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5395: cardholder C10349 reported unrecognized activity on card C10349-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $200.08 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 65.0. Card blocked and reissued. Customer reimbursed.""}"
CC-5396,C13429,C13429-K1,2016-10-28 18:37:29,2016-11-02 05:37:29,confirmed_fraud,account_takeover,661.70,CREATE_CASE|BLOCK_CARD,false,Case CC-5396: cardholder C13429 reported unrecognized activity on card C13429-K1. 3 transaction(s) between 2016-10-28 and 2016-10-28 totaling $661.70 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5396"",""customer_id"":""C13429"",""card_id"":""C13429-K1"",""opened_at"":""2016-10-28 18:37:29"",""closed_at"":""2016-11-02 05:37:29"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3405057"",""txn_ids"":""3405057|3405078|3405091"",""n_txns"":""3"",""exposure_usd"":""661.70"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5396: cardholder C13429 reported unrecognized activity on card C13429-K1. 3 transaction(s) between 2016-10-28 and 2016-10-28 totaling $661.70 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-5397,C00693,C00693-K1,2016-10-28 19:36:21,2016-11-03 15:36:21,confirmed_fraud,account_takeover,884.05,CREATE_CASE|BLOCK_CARD,false,Case CC-5397: cardholder C00693 reported unrecognized activity on card C00693-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $884.05 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5397"",""customer_id"":""C00693"",""card_id"":""C00693-K1"",""opened_at"":""2016-10-28 19:36:21"",""closed_at"":""2016-11-03 15:36:21"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3405757"",""txn_ids"":""3405757"",""n_txns"":""1"",""exposure_usd"":""884.05"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5397: cardholder C00693 reported unrecognized activity on card C00693-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $884.05 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-5398,C06130,C06130-K1,2016-10-28 19:44:08,2016-11-01 08:44:08,confirmed_fraud,out_of_region_use,993.96,CREATE_CASE|BLOCK_CARD,false,"Case CC-5398: cardholder C06130 reported unrecognized activity on card C06130-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $993.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-5398"",""customer_id"":""C06130"",""card_id"":""C06130-K1"",""opened_at"":""2016-10-28 19:44:08"",""closed_at"":""2016-11-01 08:44:08"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3405182"",""txn_ids"":""3405182"",""n_txns"":""1"",""exposure_usd"":""993.96"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5398: cardholder C06130 reported unrecognized activity on card C06130-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $993.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-5399,C11787,C11787-K1,2016-10-28 20:02:46,2016-11-01 07:02:46,confirmed_fraud,card_not_present_fraud,42.29,CREATE_CASE|BLOCK_CARD,false,Case CC-5399: cardholder C11787 reported unrecognized activity on card C11787-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $42.29 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A300H Build/LRX22G on chrome 65.0 for android. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5399"",""customer_id"":""C11787"",""card_id"":""C11787-K1"",""opened_at"":""2016-10-28 20:02:46"",""closed_at"":""2016-11-01 07:02:46"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3405152"",""txn_ids"":""3405152"",""n_txns"":""1"",""exposure_usd"":""42.29"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5399: cardholder C11787 reported unrecognized activity on card C11787-K1. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $42.29 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A300H Build/LRX22G on chrome 65.0 for android. Card blocked and reissued. Customer reimbursed.""}"
CC-5400,C11597,C11597-K2,2016-10-28 20:16:29,2016-11-02 17:16:29,confirmed_fraud,card_not_present_fraud,169.59,CREATE_CASE|BLOCK_CARD,false,Case CC-5400: cardholder C11597 reported unrecognized activity on card C11597-K2. 2 transaction(s) between 2016-10-26 and 2016-10-27 totaling $169.59 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5400"",""customer_id"":""C11597"",""card_id"":""C11597-K2"",""opened_at"":""2016-10-28 20:16:29"",""closed_at"":""2016-11-02 17:16:29"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3400502"",""txn_ids"":""3400502|3402904"",""n_txns"":""2"",""exposure_usd"":""169.59"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5400: cardholder C11597 reported unrecognized activity on card C11597-K2. 2 transaction(s) between 2016-10-26 and 2016-10-27 totaling $169.59 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed.""}"
CC-5401,C07196,C07196-K2,2016-10-28 20:16:39,2016-10-29 16:16:39,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,"Case CC-5401: model scored a $1,502.41 transaction at 0.95. Cardholder confirmed travel to the billing region in question. Alert cleared.","{""case_id"":""CC-5401"",""customer_id"":""C07196"",""card_id"":""C07196-K2"",""opened_at"":""2016-10-28 20:16:39"",""closed_at"":""2016-10-29 16:16:39"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3405877"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5401: model scored a $1,502.41 transaction at 0.95. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-5402,C04096,C04096-K2,2016-10-28 20:38:11,2016-10-30 16:38:11,confirmed_fraud,out_of_region_use,170.02,CREATE_CASE|BLOCK_CARD,false,"Case CC-5402: cardholder C04096 reported unrecognized activity on card C04096-K2. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $170.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-5402"",""customer_id"":""C04096"",""card_id"":""C04096-K2"",""opened_at"":""2016-10-28 20:38:11"",""closed_at"":""2016-10-30 16:38:11"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3405951"",""txn_ids"":""3405951"",""n_txns"":""1"",""exposure_usd"":""170.02"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5402: cardholder C04096 reported unrecognized activity on card C04096-K2. 1 transaction(s) between 2016-10-28 and 2016-10-28 totaling $170.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-5403,C11866,C11866-K1,2016-10-28 20:41:19,2016-10-29 22:41:19,confirmed_fraud,card_not_present_fraud,84.77,CREATE_CASE|BLOCK_CARD,false,Case CC-5403: cardholder C11866 reported unrecognized activity on card C11866-K1. 1 transaction(s) between 2016-10-27 and 2016-10-27 totaling $84.77 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a LG-D320 Build/KOT49I.V10a on chrome generic. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-5403"",""customer_id"":""C11866"",""card_id"":""C11866-K1"",""opened_at"":""2016-10-28 20:41:19"",""closed_at"":""2016-10-29 22:41:19"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3404093"",""txn_ids"":""3404093"",""n_txns"":""1"",""exposure_usd"":""84.77"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-5403: cardholder C11866 reported unrecognized activity on card C11866-K1. 1 transaction(s) between 2016-10-27 and 2016-10-27 totaling $84.77 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a LG-D320 Build/KOT49I.V10a on chrome generic. Card blocked and reissued. Customer reimbursed.""}"
